FigFam	description	X188.non.day.1	X190.non.day.1	X191.non.day.1	X196.non.day.1	X197.non.day.1	X200.non.day.1	X187.carb.day.1	X189.carb.day.1	X192.carb.day.1	X194.carb.day.1	X195.carb.day.1	Pvalues	Qvalues	fold_change
FIG01031795_FIG01031798:_hypothetical_protein_	FIG01031795	FIG01031798:_hypothetical_protein_	41.7	3.2	5.5	28.6	17.9	60.2	103.3	15.6	2	42.6	49.6	0.554165077	0.912562453	1.627753024
FIG00136918_Energy_conserving_hydrogenase_Eha_polyferredoxin_(protein_P3)_	FIG00136918	Energy_conserving_hydrogenase_Eha_polyferredoxin_(protein_P3)_	23.3	26.4	0.8	6.6	40.3	55.8	4.5	20.7	75.5	90.4	18.6	0.548843899	0.912562453	1.642558747
FIG01471137_ABC_transporter_family_protein_	FIG01471137	ABC_transporter_family_protein_	0	0	0.8	4.4	5.2	0	0	0	0	4.1	0	0.54678636	0.912562453	-2.113821138
FIG00938998_FIG00938999:_hypothetical_protein_	FIG00938998	FIG00938999:_hypothetical_protein_	93.3	20.1	87.7	168.8	60.4	613.5	475.8	186.1	206.6	85.2	334.7	0.555109413	0.912562453	1.481203296
FIG01076730_FIG01076733:_hypothetical_protein_	FIG01076730	FIG01076733:_hypothetical_protein_	5	1.1	1.6	4.4	0	4.6	4.5	2.6	0	0	0	0.550039581	0.912562453	-1.960093897
FIG00002571_FIG002571:_4-hydroxybenzoyl-CoA_thioesterase_domain_protein_	FIG00002571	FIG002571:_4-hydroxybenzoyl-CoA_thioesterase_domain_protein_	0	2.1	7	0	9	9.3	13.5	0	15.9	2.7	9.3	0.566875715	0.91271987	1.813138686
FIG00818094_Forkhead-associated_protein_	FIG00818094	Forkhead-associated_protein_	3.3	4.2	0	6.6	0	9.3	0	0	11.9	0	24.8	0.569998975	0.912754185	1.882051282
FIG01477005_O-linked_GlcNAc_transferase_	FIG01477005	O-linked_GlcNAc_transferase_	16.7	10.6	2.4	6.6	14.9	23.2	18	13	15.9	27.5	27.9	0.570637405	0.912754185	1.65
FIG00796522_Uncharacterized_protein_MJ0480_	FIG00796522	Uncharacterized_protein_MJ0480_	38.4	3.2	2.4	6.6	9.7	23.2	35.9	23.4	33.7	12.3	9.3	0.569640555	0.912754185	1.646946108
FIG00896621_FIG00898664:_hypothetical_protein_	FIG00896621	FIG00898664:_hypothetical_protein_	1.7	4.2	1.6	1.1	4.5	27.9	9	0	0	2.7	6.2	0.570117929	0.912754185	-1.908752328
FIG01031820_choline_binding_protein_PcpA_	FIG01031820	choline_binding_protein_PcpA_	937.1	48.6	67.2	300.1	288.1	181.2	394.9	636.2	119.2	364.9	663.1	0.567414361	0.912754185	1.434429018
FIG00001531_D-alanyl_transfer_protein_DltB_	FIG00001531	D-alanyl_transfer_protein_DltB_	8.4	21.1	7	5.5	36.5	18.5	0	7.8	4	5.5	27.9	0.570114445	0.912754185	-1.788348083
"FIG00000809_Phosphotransferase_system,_phosphocarrier_protein_HPr_"	FIG00000809	"Phosphotransferase_system,_phosphocarrier_protein_HPr_"	819.3	284	274.1	1224.8	608.1	2062.5	2118.6	889.7	582.5	1974.5	511.5	0.568900417	0.912754185	1.382976787
FIG00528046_FIG00528047:_hypothetical_protein_	FIG00528046	FIG00528047:_hypothetical_protein_	0	0	0.8	0	7.5	13.9	4.5	0	0	0	34.1	0.566983016	0.912754185	2.086486486
FIG01407202_putative_capsid_protein_	FIG01407202	putative_capsid_protein_	6.7	8.4	0.8	0	0	4.6	31.4	2.6	0	0	0	0.569148491	0.912754185	1.990243902
FIG00085740_N-acetylhexosamine_1-kinase_	FIG00085740	N-acetylhexosamine_1-kinase_	688.7	847.5	1382.6	658.5	1679	8800.6	1280.3	360.3	2720.7	1690.7	2380.6	0.569313654	0.912754185	-1.389142534
FIG00514869_FIG00514870:_hypothetical_protein_	FIG00514869	FIG00514870:_hypothetical_protein_	1.7	0	2.4	0	20.2	9.3	4.5	0	2	8.2	0	0.568122133	0.912754185	-1.904761905
FIG00059826_Hypothetical_protein_(associated_with_DNA_helicase_-_Rad25_homolog)_	FIG00059826	Hypothetical_protein_(associated_with_DNA_helicase_-_Rad25_homolog)_	0	1.1	0	2.2	0	13.9	0	0	4	0	3.1	0.567508899	0.912754185	-2.018779343
FIG00513559_FIG00513560:_hypothetical_protein_	FIG00513559	FIG00513560:_hypothetical_protein_	49.9	163.3	14.2	60.3	34.1	171.8	53.9	56.9	15.9	101.6	40.3	0.56889381	0.912754185	-1.531397369
FIG00002560_V-type_ATP_synthase_subunit_C_(EC_3.6.3.14)_	FIG00002560	V-type_ATP_synthase_subunit_C_(EC_3.6.3.14)_	1190.7	772.7	784.7	854.7	884.6	3182.3	2213.1	750.1	2198.1	1302	2247.2	0.568504265	0.912754185	1.362843397
FIG01428049_bll0215;_hypothetical_protein_	FIG01428049	bll0215;_hypothetical_protein_	0	0	0	1.1	4.5	9.3	0	0	9.9	1.4	12.4	0.56828024	0.912754185	1.908724832
"FIG00007586_Multiple_sugar_ABC_transporter,_membrane-spanning_permease_protein_MsmF_"	FIG00007586	"Multiple_sugar_ABC_transporter,_membrane-spanning_permease_protein_MsmF_"	101.7	144.5	109.7	102	299.2	1337.8	525.1	90.6	135.3	230.5	220.1	0.570416487	0.912754185	-1.452854527
"FIG01678034_FunZ_family_protein,_"	FIG01678034	"FunZ_family_protein,_"	0	0	0	35	0	37.2	4.5	7.8	0	0	18.6	0.567586569	0.912754185	-1.947141316
FIG00077673_Flagellar_protein_FlbB_	FIG00077673	Flagellar_protein_FlbB_	5	1.1	8.7	83.3	29.9	195.1	4.5	31	35.7	27.4	68.2	0.567686127	0.912754185	-1.614208633
"FIG01323705_Metal-dependent_phosphohydrolase,_HD_subdomain_"	FIG01323705	"Metal-dependent_phosphohydrolase,_HD_subdomain_"	1.7	0	8.6	2.2	3.7	0	4.5	2.6	6	13.7	0	0.567726703	0.912754185	1.985185185
FIG00000663_Pyridoxine_5'-phosphate_synthase_(EC_2.6.99.2)_	FIG00000663	Pyridoxine_5'-phosphate_synthase_(EC_2.6.99.2)_	90.2	122.4	204.2	172.1	275.9	2979.3	377.2	134.6	550.8	238.8	898.7	0.570138253	0.912754185	-1.456032302
FIG01369896_protein_of_unknown_function_DUF1016_	FIG01369896	protein_of_unknown_function_DUF1016_	291.3	9.5	38.4	202.7	59.5	311.3	264.8	245.7	240.5	65.8	297.5	0.570525258	0.912754185	1.465059713
FIG00014625_DNA-directed_RNA_polymerase_subunit_B_(EC_2.7.7.6)_	FIG00014625	DNA-directed_RNA_polymerase_subunit_B_(EC_2.7.7.6)_	106.5	165.4	73	80	27.5	167.1	220	10.4	212.7	137.3	182.9	0.567883236	0.912754185	1.478547215
FIG00907028_FIG00907035:_hypothetical_protein_	FIG00907028	FIG00907035:_hypothetical_protein_	3.3	5.3	3.9	1.1	20.2	65	18	0	2	4.1	21.7	0.570685286	0.912754185	-1.797671033
FIG01589278_Transglutaminase-like_predicted_protease_domain_fused_ChW-repeats_and_cell-adhesion_domain_	FIG01589278	Transglutaminase-like_predicted_protease_domain_fused_ChW-repeats_and_cell-adhesion_domain_	1.7	2.2	76.7	1.1	0	23.2	18	15.5	63.6	46.6	3.1	0.569708191	0.912754185	1.679313632
"FIG01954692_Inner_membrane_protein_translocase_component_YidC,_short_form_OxaI-like_"	FIG01954692	"Inner_membrane_protein_translocase_component_YidC,_short_form_OxaI-like_"	1.7	0	3.9	1.1	0	102.3	22.4	5.2	4	16.5	3.1	0.567261129	0.912754185	-1.774088542
FIG00512532_Glycosyltransferase_	FIG00512532	Glycosyltransferase_	15.1	27.5	12.6	13.2	33.5	106.6	40.4	13	15.9	20.6	18.6	0.567509163	0.912754185	-1.601382488
FIG00796613_Beta-phosphoglucomutase_(EC_5.4.2.6)_	FIG00796613	Beta-phosphoglucomutase_(EC_5.4.2.6)_	401.6	154.2	639.2	1857.7	818.5	4443.1	5084.7	1125	1109.3	696.9	1651.9	0.568284927	0.912754185	1.39535018
FIG00051483_Putative_mobilization_protein_BF0133_	FIG00051483	Putative_mobilization_protein_BF0133_	8.4	11.6	26.6	8.8	56.3	492.4	4.5	20.8	34	13.8	238.7	0.568027114	0.912754185	-1.614549925
FIG00628460_aminoglycoside_6-adenylyltransferase_	FIG00628460	aminoglycoside_6-adenylyltransferase_	0	2.1	2.3	2.2	0.7	0	0	0	0	0	3.1	0.569316606	0.912754185	-1.962365591
FIG00017454_Indolepyruvate_oxidoreductase_subunit_IorA_(EC_1.2.7.8)_	FIG00017454	Indolepyruvate_oxidoreductase_subunit_IorA_(EC_1.2.7.8)_	913.2	1088.6	1776	1622.5	1353.8	7913.9	1992.9	1099.4	1850.8	1826.8	2175.9	0.567931753	0.912754185	-1.366376773
FIG00670548_Acetyltransferase(_EC:2.3.1.-_)_	FIG00670548	Acetyltransferase(_EC:2.3.1.-_)_	10	2.1	2.3	0	15.6	9.3	9	5.2	0	2.7	0	0.569288866	0.912754185	-1.937869822
FIG01425172_FIG00406487:_hypothetical_protein_	FIG01425172	FIG00406487:_hypothetical_protein_	15	0	2.3	85.4	9.7	55.7	76.3	49.1	73.5	2.7	24.8	0.569772562	0.912754185	1.616180845
FIG01338652_FIG00403100:_hypothetical_protein_	FIG01338652	FIG00403100:_hypothetical_protein_	6.6	0	2.3	28.5	11.1	69.7	13.5	25.9	93.4	8.2	21.7	0.568748059	0.912754185	1.65177665
FIG01748117_Probable_cation_efflux_pump_(multidrug_resistance_protein)_	FIG01748117	Probable_cation_efflux_pump_(multidrug_resistance_protein)_	1.7	18	18	0	66.3	92.8	36	0	25.9	23.4	12.4	0.569831927	0.912754185	-1.678607984
FIG00011548_Predicted_broad_substrate_specificity_phosphatase_	FIG00011548	Predicted_broad_substrate_specificity_phosphatase_	8.3	0	13.3	2.2	0	9.2	22.5	0	17.9	2.7	6.2	0.570642966	0.912754185	1.792727273
FIG00897939_FIG00897940:_hypothetical_protein_	FIG00897939	FIG00897940:_hypothetical_protein_	8.3	2.1	0	0	1.5	65.1	0	5.2	13.9	15.1	0	0.56939666	0.912754185	-1.876218324
FIG01020378_FIG01020379:_hypothetical_protein_	FIG01020378	FIG01020379:_hypothetical_protein_	8.4	1.1	15.7	2.2	2.9	157.9	31.5	20.7	4	1.4	34.1	0.570158406	0.912754185	-1.710287168
FIG00001388_Sugar/maltose_fermentation_stimulation_protein_homolog_	FIG00001388	Sugar/maltose_fermentation_stimulation_protein_homolog_	118.5	33.2	76.7	242.2	152.9	1161.7	175.2	126.8	133.4	115	458.7	0.567749612	0.912754185	-1.474250983
"FIG00149375_[Ni/Fe]_hydrogenase,_group_1,_large_subunit;_selenocysteine-containing_"	FIG00149375	"[Ni/Fe]_hydrogenase,_group_1,_large_subunit;_selenocysteine-containing_"	78.2	1.1	11	60.2	0	13.9	9	2.6	9.9	37	21.7	0.570013976	0.912754185	-1.708229426
FIG01166949_helicase_(Snf2/Rad54_family)_	FIG01166949	helicase_(Snf2/Rad54_family)_	16.7	5.3	36.8	16.4	17.9	450.9	36	36.2	17.8	17.8	176.6	0.569422181	0.912754185	-1.593999062
FIG01672957_putative_murein_endopeptidase_	FIG01672957	putative_murein_endopeptidase_	8.4	2.1	15.7	8.8	32.1	357.9	121.2	38.8	6	16.5	37.2	0.568125116	0.912754185	-1.61204673
FIG00002563_Stage_V_sporulation_protein_AC_(SpoVAC)_	FIG00002563	Stage_V_sporulation_protein_AC_(SpoVAC)_	248	179	44.7	143.6	65.3	892.2	85.4	80.2	125.4	67.2	529.9	0.570387049	0.912754185	-1.475809781
FIG00744457_Esterase/lipase-like_protein_	FIG00744457	Esterase/lipase-like_protein_	55	18.1	7.9	12.1	67.8	125.4	31.4	18.1	41.7	13.8	46.5	0.570438433	0.912754185	-1.574807481
FIG00003448_Anaerobic_nitric_oxide_reductase_flavorubredoxin_	FIG00003448	Anaerobic_nitric_oxide_reductase_flavorubredoxin_	103.2	29.6	61	176.5	72.9	469.5	587.9	139.7	109.2	53.5	223.1	0.569530353	0.912754185	1.463876411
FIG00008444_Flagellar_regulatory_protein_FleQ_	FIG00008444	Flagellar_regulatory_protein_FleQ_	3.3	1.1	0	3.3	0.7	0	0	0	0	4.1	9.3	0.569710956	0.912754185	1.914285714
"FIG00010818_L-serine_dehydratase,_beta_subunit_(EC_4.3.1.17)_"	FIG00010818	"L-serine_dehydratase,_beta_subunit_(EC_4.3.1.17)_"	333.1	40.5	95.4	162.4	161.5	845.4	233.7	235.4	91.6	107	266.6	0.568342231	0.912754185	-1.461254415
FIG00508275_FIG00508282:_hypothetical_protein_	FIG00508275	FIG00508282:_hypothetical_protein_	5	21	0	12	12.7	0	0	0	11.9	9.6	0	0.567534743	0.912754185	-1.965116279
FIG00129616_GTP-binding_protein_EngA_	FIG00129616	GTP-binding_protein_EngA_	2609.9	1323.2	2628.4	3289.2	2790.8	14419.3	12795.6	3388.3	4855.7	3326	5929	0.570060443	0.912754185	1.343401525
FIG00896515_FIG00896517:_hypothetical_protein_	FIG00896515	FIG00896517:_hypothetical_protein_	0	16.9	1.6	1.1	26.1	190.5	13.5	0	59.6	37	3.1	0.570860333	0.912907906	-1.738810365
FIG00148597_UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine_ligase_	FIG00148597	UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine_ligase_	0	0	0	0	7.5	9.3	0	0	0	4.1	3.1	0.571248769	0.913192298	-1.944444444
FIG01196922_FIG01196923:_hypothetical_protein_	FIG01196922	FIG01196923:_hypothetical_protein_	3.3	0	0	0	0	18.6	4.5	5.2	0	0	0	0.57132309	0.913192298	-1.881443299
FIG00001563_Preprotein_translocase_subunit_SecG_(TC_3.A.5.1.1)_	FIG00001563	Preprotein_translocase_subunit_SecG_(TC_3.A.5.1.1)_	676.5	516.9	845.3	1059.6	983.8	5022.9	3716.5	1402	2553.8	1082.6	1627.1	0.571354009	0.913192298	1.36830313
"FIG00001553_FIG001553:_Hydrolase,_HAD_subfamily_IIIA_"	FIG00001553	"FIG001553:_Hydrolase,_HAD_subfamily_IIIA_"	133.4	44.6	71.1	93.2	86.1	892	188.8	49.3	171	115.2	220.1	0.571296441	0.913192298	-1.478147949
FIG00795545_Uncharacterized_protein_MJ1554_precursor_	FIG00795545	Uncharacterized_protein_MJ1554_precursor_	1.7	4.2	6.3	2.2	6.7	0	26.9	2.6	0	0	3.1	0.571762667	0.913419209	1.854028436
FIG01143413_FIG01143414:_hypothetical_protein_	FIG01143413	FIG01143414:_hypothetical_protein_	0	0	1.6	0	13.4	18.6	13.5	0	0	0	0	0.571942314	0.913419209	-2.074074074
FIG00437800_Mg/Co/Ni_transporter_MgtE_/_CBS_domain_	FIG00437800	Mg/Co/Ni_transporter_MgtE_/_CBS_domain_	153.3	45.4	184.8	141.4	72.3	506.6	264.9	132	590.2	83.7	257.2	0.571696032	0.913419209	1.443739808
FIG00669020_SPOIID_HOMOLOG_	FIG00669020	SPOIID_HOMOLOG_	23.4	0	6.3	90.9	26.1	134.7	45	49.1	2	4.1	278.9	0.571969856	0.913419209	1.61663113
FIG00047828_RNase_L_inhibitor_	FIG00047828	RNase_L_inhibitor_	35	45.4	11.8	32.9	33.5	64.9	103.3	28.4	87.4	32.9	34.1	0.57185491	0.913419209	1.536107383
FIG01804501_3-oxoacyl-(acyl-carrier_protein)_reductase_	FIG01804501	3-oxoacyl-(acyl-carrier_protein)_reductase_	59.9	7.4	23.5	4.4	83.6	9.3	76.3	46.5	0	0	136.3	0.571957751	0.913419209	1.652950558
"FIG00001220_Fe-S_protein,_homolog_of_lactate_dehydrogenase_SO1521_"	FIG00001220	"Fe-S_protein,_homolog_of_lactate_dehydrogenase_SO1521_"	0	1.1	3.2	5.5	0.7	41.8	0	0	49.7	13.8	15.5	0.572119404	0.913531888	1.812619503
FIG00639642_Dca_	FIG00639642	Dca_	1.7	0	0	2.2	1.5	69.6	9	2.6	9.9	0	12.4	0.5726386	0.913984431	-1.843657817
FIG00050243_Alanyl-tRNA_synthetase_family_protein_	FIG00050243	Alanyl-tRNA_synthetase_family_protein_	70.1	78.2	154.2	92.1	78.2	1370.8	350.2	98.5	133.3	138.7	325.4	0.572605742	0.913984431	-1.468629513
FIG00014997_phytol_kinase_	FIG00014997	phytol_kinase_	8.3	1.1	11	0	1.5	18.6	13.5	0	25.8	12.3	9.3	0.572639904	0.913984431	1.804444444
FIG01362306_Arylsulfatase_regulator_	FIG01362306	Arylsulfatase_regulator_	1.7	0	11.8	0	1.5	0	4.5	2.6	0	0	18.6	0.573029894	0.914284193	2.056
FIG01309750_HD-GYP_domain_	FIG01309750	HD-GYP_domain_	11.7	4.4	6.3	17.6	17	297.3	67.4	28.5	14	16.5	58.9	0.573002395	0.914284193	-1.593362115
FIG01526739_FIG00622789:_hypothetical_protein_	FIG01526739	FIG00622789:_hypothetical_protein_	0	0	5.5	3.3	19.4	9.3	4.5	0	6	0	6.2	0.573069289	0.914284193	-1.871257485
"FIG00060464_Lipid_carrier_:_UDP-N-acetylgalactosaminyltransferase_(EC_2.4.1.-)_/_Alpha-1,3-N-acetylgalactosamine_transferase_PglA_(EC_2.4.1.-);_Putative_glycosyltransferase_"	FIG00060464	"Lipid_carrier_:_UDP-N-acetylgalactosaminyltransferase_(EC_2.4.1.-)_/_Alpha-1,3-N-acetylgalactosamine_transferase_PglA_(EC_2.4.1.-);_Putative_glycosyltransferase_"	1.7	1.1	1.6	0	0	9.3	0	2.6	2	1.4	0	0.573183077	0.914284193	-1.902777778
FIG00646913_FIG00646915:_hypothetical_protein_	FIG00646913	FIG00646915:_hypothetical_protein_	10	2.2	8.6	12.1	50	153.2	62.8	41.4	4	2.8	9.3	0.573222986	0.914284193	-1.635494597
"FIG00017465_3'-to-5'_oligoribonuclease_B,_Bacillus_type_"	FIG00017465	"3'-to-5'_oligoribonuclease_B,_Bacillus_type_"	3.3	0	5.5	1.1	1.5	51.1	0	0	11.9	9.6	6.2	0.573308828	0.914295018	-1.880264741
"FIG00936885_uroporphyrinogen-III_synthase_HemD,_putative_"	FIG00936885	"uroporphyrinogen-III_synthase_HemD,_putative_"	301.5	237.1	277.7	397.6	509.5	1779.9	1705.5	305.3	618.2	560.1	874.1	0.57372875	0.914639026	1.391784889
FIG00938135_FIG00938136:_hypothetical_protein_	FIG00938135	FIG00938136:_hypothetical_protein_	23.3	4.2	8.6	26.3	8.9	92.9	4.5	0	47.7	0	27.9	0.574001161	0.914639026	-1.708281315
FIG00001414_Cell_division_initiation_protein_DivIVA_	FIG00001414	Cell_division_initiation_protein_DivIVA_	756.3	348.4	357.4	1049.8	760.3	2219.8	795.1	497	676.1	585.9	762.6	0.573822485	0.914639026	-1.379885629
FIG01334711_FIG00406179:_hypothetical_protein_	FIG01334711	FIG00406179:_hypothetical_protein_	56.6	10.5	21.9	116.1	48.5	153.4	107.7	56.9	95.4	167.4	77.5	0.573855756	0.914639026	1.488648649
FIG01240572_FIG01202080:_hypothetical_protein_	FIG01240572	FIG01202080:_hypothetical_protein_	0	0	2.3	1.1	2.2	13.9	0	5.2	0	0	3.1	0.574078134	0.914639026	-1.957831325
"FIG00000815_Cytochrome_c-type_biogenesis_protein_CcmC,_putative_heme_lyase_for_CcmE_"	FIG00000815	"Cytochrome_c-type_biogenesis_protein_CcmC,_putative_heme_lyase_for_CcmE_"	104.9	15.8	13.4	203.8	242.5	1064.4	134.7	199.2	451.2	59	74.4	0.573959724	0.914639026	-1.492288151
FIG00710982_adenine_specific_DNA_methyltransferase_	FIG00710982	adenine_specific_DNA_methyltransferase_	8.4	2.1	1.6	12	2.2	106.9	130.1	0	17.9	5.5	31	0.573956947	0.914639026	1.662162162
FIG01352018_Putative_ATP/GTP-binding_protein_	FIG01352018	Putative_ATP/GTP-binding_protein_	1.7	0	4.7	5.5	3.7	0	0	0	13.9	4.1	9.3	0.574547233	0.914793381	2.1
"FIG00086220_Oligo-1,6-glucosidase_(EC_3.2.1.10)_"	FIG00086220	"Oligo-1,6-glucosidase_(EC_3.2.1.10)_"	46.8	37	82.2	105.2	113.4	1696.1	233.4	119	208.9	78.4	530	0.576291781	0.914793381	-1.482360149
FIG01338335_Methionine_synthase_II_(cobalamin-independent)_	FIG01338335	Methionine_synthase_II_(cobalamin-independent)_	0	0	0.8	0	1.4	4.6	0	0	0	0	3.1	0.577904149	0.914793381	-1.827956989
FIG00533259_FIG00533262:_hypothetical_protein_	FIG00533259	FIG00533262:_hypothetical_protein_	8.4	1.1	15.7	1.1	9.7	79	18	2.6	77.5	5.5	52.7	0.577450351	0.914793381	1.630956522
"FIG00002251_Galactose/methyl_galactoside_ABC_transport_system,_permease_protein_MglC_(TC_3.A.1.2.3)_"	FIG00002251	"Galactose/methyl_galactoside_ABC_transport_system,_permease_protein_MglC_(TC_3.A.1.2.3)_"	403.2	301.5	243	667.4	783	1570.4	1593.6	419.2	1065.4	525.7	948.4	0.576508313	0.914793381	1.376530175
FIG00469793_FIG00469794:_hypothetical_protein_	FIG00469793	FIG00469794:_hypothetical_protein_	0	0	3.9	2.2	0.7	0	0	0	0	0	3.1	0.576661805	0.914793381	-1.827956989
FIG01420555_Ferredoxin_domain-containing_integral_membrane_protein_	FIG01420555	Ferredoxin_domain-containing_integral_membrane_protein_	0	0	0.8	0	0.7	4.6	0	2.6	0	0	0	0.577884396	0.914793381	-1.955128205
FIG00534629_FIG00534630:_hypothetical_protein_	FIG00534629	FIG00534630:_hypothetical_protein_	11.7	3.2	3.1	11	3.7	0	4.5	10.4	4	2.7	27.9	0.575505928	0.914793381	1.816513761
FIG00526175_LycA_	FIG00526175	LycA_	10	3.2	25.8	0	21.6	18.6	0	0	75.5	11	27.9	0.577388185	0.914793381	1.733333333
"FIG00003285_tRNA-dependent_lipid_II-Gly--glycine_ligase_@_tRNA-dependent_lipid_II-GlyGly--glycine_ligase_@_FemA,_factor_essential_for_methicillin_resistance_"	FIG00003285	"tRNA-dependent_lipid_II-Gly--glycine_ligase_@_tRNA-dependent_lipid_II-GlyGly--glycine_ligase_@_FemA,_factor_essential_for_methicillin_resistance_"	5	5.3	1.6	7.7	3	60.4	0	2.6	13.9	19.2	3.1	0.575589273	0.914793381	-1.782646048
FIG00002191_Universal_stress_protein_A_	FIG00002191	Universal_stress_protein_A_	5	2.1	0	18.6	0.7	4.6	9	0	2	2.7	0	0.577592027	0.914793381	-1.885644769
"FIG00007751_Late_competence_protein_ComC,_processing_protease_"	FIG00007751	"Late_competence_protein_ComC,_processing_protease_"	0	0	0.8	0	0.7	4.6	0	0	0	0	3.1	0.577904149	0.914793381	-1.639784946
FIG00647276_FIG00647277:_hypothetical_protein_	FIG00647276	FIG00647277:_hypothetical_protein_	10	4.3	7.8	11	35.1	213.7	35.9	67.2	2	5.5	34.1	0.577113005	0.914793381	-1.623473854
FIG00670718_FIG00670719:_hypothetical_protein_	FIG00670718	FIG00670719:_hypothetical_protein_	6.6	5.3	13.4	19.7	14.9	51.1	44.9	7.8	16	45.3	34.1	0.574884653	0.914793381	1.601081081
FIG01510259_ROK-family_transcriptional_regulator_	FIG01510259	ROK-family_transcriptional_regulator_	0	1.1	1.6	0	0	4.6	0	0	11.9	1.4	0	0.577971737	0.914793381	2.18630137
FIG00744342_FIG00744344:_hypothetical_protein_	FIG00744342	FIG00744344:_hypothetical_protein_	0	1.1	0.8	0	0	4.6	0	0	0	0	3.1	0.577899287	0.914793381	-1.747311828
FIG00796026_Beta-ketoacyl_synthase/thiolase_	FIG00796026	Beta-ketoacyl_synthase/thiolase_	11.7	27.4	0	0	13.4	27.9	35.9	20.7	7.9	38.4	9.3	0.575854249	0.914793381	1.674626866
FIG01355120_Nitrilase/cyanide_hydratase_and_apolipoprotein_N-acyltransferase_	FIG01355120	Nitrilase/cyanide_hydratase_and_apolipoprotein_N-acyltransferase_	8.4	4.3	5.4	2.2	15.7	4.6	0	0	4	8.2	6.2	0.577620313	0.914793381	-1.838768116
FIG01786152_Heparinase_II/III_family_protein_	FIG01786152	Heparinase_II/III_family_protein_	36.5	5.3	14.9	44.9	2.2	74.3	4.5	0	168.9	2.7	65.1	0.577906366	0.914793381	1.625154408
FIG01363184_cell_surface_hydrolase_(putative)_	FIG01363184	cell_surface_hydrolase_(putative)_	0	0	0.8	0	1.4	4.6	0	0	0	0	3.1	0.577904149	0.914793381	-1.827956989
FIG00743632_FIG00743633:_hypothetical_protein_	FIG00743632	FIG00743633:_hypothetical_protein_	5	6.3	7	6.6	2.2	37.2	22.5	2.6	53.7	12.4	0	0.57582137	0.914793381	1.702021773
FIG00532068_FIG00532071:_hypothetical_protein_	FIG00532068	FIG00532071:_hypothetical_protein_	58.3	8.5	10.2	14.2	40.3	162.6	13.5	2.6	2	93.3	40.3	0.576912189	0.914793381	-1.615578994
FIG00898506_FIG00898507:_hypothetical_protein_	FIG00898506	FIG00898507:_hypothetical_protein_	25	5.3	17.2	14.3	8.2	120.7	18	2.6	31.9	6.9	37.2	0.574897919	0.914793381	-1.645100069
FIG01210157_transport_protein_	FIG01210157	transport_protein_	71.6	83.3	139.4	120.5	96.2	869	350.1	178.5	117.3	134.5	883.3	0.57666454	0.914793381	1.446695652
FIG01377282_Phage_tail_sheath_protein_FI_	FIG01377282	Phage_tail_sheath_protein_FI_	1353.1	376.8	14.1	792.9	7.5	1464.2	0	5.2	3126	144.1	1924.4	0.575664169	0.914793381	1.556563389
FIG00743416_FIG00743417:_hypothetical_protein_	FIG00743416	FIG00743417:_hypothetical_protein_	0	0	0.8	0	0.7	4.6	0	0	0	0	3.1	0.577904149	0.914793381	-1.639784946
FIG01032695_FIG01032696:_hypothetical_protein_	FIG01032695	FIG01032696:_hypothetical_protein_	28.3	14.8	20.4	39.4	41.1	60.4	98.8	43.9	15.9	31.5	68.2	0.575528055	0.914793381	1.516438356
"FIG00008386_Uncharacterized_protein_YphG,_TPR-domain_containing_"	FIG00008386	"Uncharacterized_protein_YphG,_TPR-domain_containing_"	5	9.6	167.6	85.5	79.9	989.9	300.8	46.5	115.3	44	229.4	0.575201454	0.914793381	-1.514379529
FIG00000213_SSU_ribosomal_protein_S20p_	FIG00000213	SSU_ribosomal_protein_S20p_	4962.9	2991.8	3270.2	8897.7	4524.3	19138.4	20106.2	4803.1	10860.5	5634	6802.5	0.574907007	0.914793381	1.321163952
FIG00523851_FIG00523854:_hypothetical_protein_	FIG00523851	FIG00523854:_hypothetical_protein_	0	0	2.3	0	0	4.6	0	0	2	1.4	0	0.577158743	0.914793381	-1.691176471
FIG01421089_S-layer_homology_domain_	FIG01421089	S-layer_homology_domain_	28.3	6.3	25.1	8.8	38	46.4	4.5	5.2	59.6	82.3	49.6	0.575604342	0.914793381	1.579071288
FIG00006964_conserved_protein_associated_with_acetyl-CoA_C-acyltransferase_	FIG00006964	conserved_protein_associated_with_acetyl-CoA_C-acyltransferase_	68.3	37.9	15.7	34	42.4	60.2	27	28.5	174.9	71.3	24.8	0.577714827	0.914793381	1.515667311
FIG00749329_FIG00749331:_hypothetical_protein_	FIG00749329	FIG00749331:_hypothetical_protein_	0	0	0.8	0	0.7	4.6	0	0	0	0	3.1	0.577904149	0.914793381	-1.639784946
FIG00040809_Related_to_Dihydropteroate_synthase_	FIG00040809	Related_to_Dihydropteroate_synthase_	0	1.1	0	0	1.5	4.6	0	0	9.9	2.7	0	0.575958833	0.914793381	2.1
FIG00538515_Surface_antigen_	FIG00538515	Surface_antigen_	114.8	0	11	15.3	22.4	0	0	5.2	21.9	0	49.6	0.575519965	0.914793381	-1.776401565
