FIGFAMID,Level1,Level2,Level3,function
FIG01124919,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipopolysaccharide-related_cluster_in_Alphaproteobacteria,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01195418,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Colanic_acid_biosynthesis,Colanic___acid___biosynthesis___glycosyl___transferase___WcaE
FIG01195418,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,LOS_core_oligosaccharide_biosynthesis,Beta-1-comma3-glucosyltransferase
FIG01197084,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,O-antigen___flippase___Wzx
FIG01228956,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Polysaccharide_deacetylases,Polysaccharide___deacetylase
FIG01229323,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Colanic_acid_biosynthesis,Colanic___acid___biosysnthesis___protein___WcaK
FIG01258727,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular___polysaccharide___synthesis___enzyme___Cap5L
FIG01258727,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular___polysaccharide___synthesis___enzyme___Cap8L
FIG01262677,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Alginate_metabolism,Alginate___lyase
FIG01262677,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Alginate_metabolism,Alginate___lyase___precursor
FIG01267732,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Polysaccharide_deacetylases,Polysaccharide___deacetylase
FIG01278268,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,Teichoic___acid___biosynthesis___protein
FIG01280122,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular___polysaccharide___synthesis___enzyme___Cap5F
FIG01280122,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus,Capsular___polysaccharide___synthesis___enzyme___Cap8F
FIG01284856,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,dTDP-rhamnose_synthesis,Glucose-1-phosphate___thymidylyltransferase
FIG01284856,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Rhamnose_containing_glycans,Glucose-1-phosphate___thymidylyltransferase
FIG01284856,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,linker_unit-arabinogalactan_synthesis,Glucose-1-phosphate___thymidylyltransferase
FIG01303780,Cell___Wall___and___Capsule,Peptidoglycan_Biosynthesis,Peptidoglycan_Biosynthesis,D-alanine--D-alanine___ligase
FIG01303780,Cell___Wall___and___Capsule,Peptidoglycan_Biosynthesis,Peptidoglycan_Biosynthesis,D-alanine--D-alanine___ligase___A
FIG01303895,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Colanic_acid_biosynthesis,GDP-mannose___mannosyl___hydrolase
FIG01304054,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,mycolic_acid_synthesis,3-oxoacyl-[acyl-carrier___protein]___reductase
FIG01304112,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Sialic_Acid_Metabolism,PTS___system-comma___N-acetylglucosamine-specific___IIB___component
FIG01304127,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,mycolic_acid_synthesis,Acyl___carrier___protein
FIG01304235,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Phosphorylcholine_incorporation_in_LPS,Lipopolysaccharide___cholinephosphotransferase___LicD1
FIG01304235,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Phosphorylcholine_incorporation_in_LPS,Lipopolysaccharide___cholinephosphotransferase___LicD2
FIG01304727,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichuronic_acid_biosynthesis,Putative___teichuronic___acid___biosynthesis___glycosyl___transferase___TuaC
FIG01304948,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,Protein___of___unknown___function___DUF1009___clustered___with___KDO2-Lipid___A___biosynthesis___genes
FIG01305741,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Rhamnose_containing_glycans,putative___glycosyltransferase___-___possibly___involved___in___cell___wall___localization___and___side___chain___formation___of___rhamnose-glucose___polysaccharide
FIG01306640,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,mycolic_acid_synthesis,3-oxoacyl-[acyl-carrier___protein]___reductase
FIG01310822,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,mycolic_acid_synthesis,3-oxoacyl-[acyl-carrier___protein]___reductase
FIG01312219,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_),UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate___aminotransferase
FIG01313034,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,LOS_core_oligosaccharide_biosynthesis,Beta-1-comma3-glucosyltransferase
FIG01315307,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01315307,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipopolysaccharide-related_cluster_in_Alphaproteobacteria,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01318398,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichuronic_acid_biosynthesis,Teichuronic___acid___biosynthesis___protein___TuaB
FIG01318417,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Capsular_heptose_biosynthesis,GDP-mannose___4-comma6-dehydratase
FIG01318417,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Colanic_acid_biosynthesis,GDP-mannose___4-comma6-dehydratase
FIG01320204,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Sialic_Acid_Metabolism,Sialic___acid___utilization___regulator-comma___RpiR___family
FIG01320578,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Phosphorylcholine_incorporation_in_LPS,Lipopolysaccharide___cholinephosphotransferase___LicD1
FIG01321403,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipid_A_modifications,Sensor___protein___PhoQ
FIG01322314,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01322314,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipopolysaccharide-related_cluster_in_Alphaproteobacteria,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01323066,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_),Polymyxin___resistance___protein___ArnC-comma___glycosyl___transferase
FIG01323491,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Colanic_acid_biosynthesis,Colanic___acid___biosynthesis___glycosyl___transferase___WcaE
FIG01323491,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,LOS_core_oligosaccharide_biosynthesis,Beta-1-comma3-glucosyltransferase
FIG01323491,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichuronic_acid_biosynthesis,Putative___N-acetylgalactosaminyl-diphosphoundecaprenol___glucuronosyltransferase
FIG01323576,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,mycolic_acid_synthesis,3-oxoacyl-[acyl-carrier___protein]___reductase
FIG01329159,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Phosphorylcholine_incorporation_in_LPS,Lipopolysaccharide___cholinephosphotransferase___LicD1
FIG01331305,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,Monogalactosyldiacylglycerol___synthase
FIG01353043,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,mycolic_acid_synthesis,Acyl___carrier___protein
FIG01357479,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Polysaccharide_deacetylases,Peptidoglycan___N-acetylglucosamine___deacetylase
FIG01357479,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Polysaccharide_deacetylases,Polysaccharide___deacetylase
FIG01360285,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,LOS_core_oligosaccharide_biosynthesis,ADP-heptose--lipooligosaccharide___heptosyltransferase___II
FIG01369168,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01369168,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipopolysaccharide-related_cluster_in_Alphaproteobacteria,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01369809,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Colanic_acid_biosynthesis,Lipopolysaccharide___biosynthesis___protein___WzxC
FIG01373528,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,dTDP-rhamnose_synthesis,Glucose-1-phosphate___thymidylyltransferase
FIG01373528,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Rhamnose_containing_glycans,Glucose-1-phosphate___thymidylyltransferase
FIG01373528,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,linker_unit-arabinogalactan_synthesis,Glucose-1-phosphate___thymidylyltransferase
FIG01381711,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,mycolic_acid_synthesis,Acyl___carrier___protein
FIG01381758,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01381758,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipopolysaccharide-related_cluster_in_Alphaproteobacteria,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01387581,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Phosphorylcholine_incorporation_in_LPS,Lipopolysaccharide___cholinephosphotransferase___LicD1
FIG01400646,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_),UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate___aminotransferase
FIG01446397,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Rhamnose_containing_glycans,UDP-glucose___4-epimerase
FIG01446397,Cell___Wall___and___Capsule,Cell___wall___of___Mycobacteria,linker_unit-arabinogalactan_synthesis,UDP-glucose___4-epimerase
FIG01446397,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,LOS_core_oligosaccharide_biosynthesis,Beta-1-comma3-glucosyltransferase
FIG01740759,Cell___Wall___and___Capsule,Peptidoglycan_Biosynthesis,Peptidoglycan_Biosynthesis,UDP-N-acetylenolpyruvoylglucosamine___reductase
FIG01740759,Cell___Wall___and___Capsule,UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis,UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis,UDP-N-acetylenolpyruvoylglucosamine___reductase
FIG01810147,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipid_A_modifications,Phosphoethanolamine___transferase___specific___for___the___outer___Kdo___residue___of___lipopolysaccharide
FIG01954244,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Rhamnose_containing_glycans,putative___polysialic___acid___transport___protein
FIG01955557,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,ribitol-5-phosphate___cytidylyltransferase
FIG01955782,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,Undecaprenyl-phosphate___N-acetylglucosaminyl___1-phosphate___transferase
FIG01955844,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,CDP-glycerol:poly(glycerophosphate)___glycerophosphotransferase
FIG01955845,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,CDP-glycerol:poly(glycerophosphate)___glycerophosphotransferase
FIG01955845,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,CDP-ribitol:poly(ribitol___phosphate)___ribitol___phosphotransferase
FIG01956238,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01956238,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,KDO2-Lipid_A_biosynthesis,Lipopolysaccharide___ABC___transporter-comma___ATP-binding___protein___LptB
FIG01956238,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipopolysaccharide-related_cluster_in_Alphaproteobacteria,Lipid___A___export___ATP-binding/permease___protein___MsbA
FIG01956356,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Alginate_metabolism,Mannose-1-phosphate___guanylyltransferase___(GDP)
FIG01956535,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Phosphorylcholine_incorporation_in_LPS,Cholinephosphate___cytidylyltransferase
FIG01957439,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,LOS_core_oligosaccharide_biosynthesis,Beta-1-comma3-glucosyltransferase
FIG01958865,Cell___Wall___and___Capsule,Gram-Negative___cell___wall___components,Lipopolysaccharide-related_cluster_in_Alphaproteobacteria,TldE/PmbA___protein-comma___part___of___proposed___TldE/TldD___proteolytic___complex___(PMID___12029038)
FIG01959175,Cell___Wall___and___Capsule,Gram-Positive___cell___wall___components,Teichoic_and_lipoteichoic_acids_biosynthesis,Teichoic___acid___translocation___permease___protein___TagG
FIG01959676,Cell___Wall___and___Capsule,Capsular___and___extracellular___polysacchrides,Sialic_Acid_Metabolism,PTS___system-comma___mannose-specific___IIA___component
FIG00000017,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Peptide___deformylase
FIG00000017,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Peptide___deformylase
FIG00000025,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsW
FIG00000039,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,GTP-binding___protein___Era
FIG00000040,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Serine___hydroxymethyltransferase
FIG00000047,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribulose-phosphate___3-epimerase
FIG00000095,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Signal___recognition___particle___receptor___protein___FtsY___(=alpha___subunit)___(TC___3
FIG00000102,Clustering-based___subsystems,NusA-TFII_Cluster,NusA-TFII_Cluster,Translation___initiation___factor___2
FIG00000108,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsH
FIG00000112,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Methionyl-tRNA___formyltransferase
FIG00000113,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Signal___recognition___particle___receptor___protein___FtsY___(=alpha___subunit)___(TC___3
FIG00000126,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribonuclease___HII
FIG00000145,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsZ
FIG00000164,Clustering-based___subsystems,NusA-TFII_Cluster,NusA-TFII_Cluster,Ribosome-binding___factor___A
FIG00000168,Clustering-based___subsystems,NusA-TFII_Cluster,NusA-TFII_Cluster,Transcription___termination___protein___NusA
FIG00000172,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,rRNA___small___subunit___methyltransferase___H
FIG00000188,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Peptide___chain___release___factor___1
FIG00000204,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,DNA___topoisomerase___I
FIG00000247,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Inactive___homolog___of___metal-dependent___proteases-comma___putative___molecular___chaperone
FIG00000247,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Inactive___homolog___of___metal-dependent___proteases-comma___putative___molecular___chaperone
FIG00000286,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___trigger___factor
FIG00000287,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsK
FIG00000287,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Cell___division___protein___FtsK
FIG00000293,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribosomal___RNA___large___subunit___methyltransferase___N
FIG00000335,Clustering-based___subsystems,proteosome___related,Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related,Twin-arginine___translocation___protein___TatC
FIG00000385,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsA
FIG00000390,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,cytochrome___d___ubiquinol___oxidase-comma___subunit___II-related___protein
FIG00000390,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Cytochrome___d___ubiquinol___oxidase___subunit___II
FIG00000390,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,cytochrome___d___ubiquinol___oxidase-comma___subunit___II-related___protein
FIG00000390,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Cytochrome___d___ubiquinol___oxidase___subunit___II
FIG00000391,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Polyribonucleotide___nucleotidyltransferase
FIG00000396,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Uracil___phosphoribosyltransferase
FIG00000460,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Rod___shape-determining___protein___MreC
FIG00000479,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Ferric___uptake___regulation___protein___FUR
FIG00000519,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Septum___site-determining___protein___MinD
FIG00000547,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___MraZ
FIG00000552,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsX
FIG00000586,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___inner___membrane___protein___(YscT-commaHrcT-commaSpaR-commaEscT-commaEpaR1-commahomologous___to___flagellar___export___components)
FIG00000670,Clustering-based___subsystems,proteosome___related,Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related,Twin-arginine___translocation___protein___TatA
FIG00000677,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Uracil___phosphoribosyltransferase
FIG00000827,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___topological___specificity___factor___MinE
FIG00000838,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Trk___system___potassium___uptake___protein___TrkA
FIG00000838,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Trk___system___potassium___uptake___protein___TrkA
FIG00000840,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,50S___ribosomal___subunit___maturation___GTPase___RbgA___(B
FIG00001024,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Rod___shape-determining___protein___MreD
FIG00001060,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsL
FIG00001221,Clustering-based___subsystems,Putative_sulfate_assimilation_cluster,Putative_sulfate_assimilation_cluster,Alkanesulfonates-binding___protein
FIG00001316,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Zn-dependent___hydrolase-comma___RNA-metabolising
FIG00001316,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Zn-dependent___hydrolase-comma___RNA-metabolising-comma___CPSF___100___kDa___analog
FIG00001316,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Zn-dependent___hydrolase-comma___RNA-metabolising
FIG00001414,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___initiation___protein___DivIVA
FIG00001489,Clustering-based___subsystems,NusA-TFII_Cluster,NusA-TFII_Cluster,ribosomal___protein___L7Ae___family___protein
FIG00001491,Clustering-based___subsystems,Putative_hemin_transporter,Putative_hemin_transporter,Peroxide___stress___regulator___PerR-comma___FUR___family
FIG00001493,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Protein___of___unknown___function___Smg
FIG00001611,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Protein___of___unknown___function___DUF1447
FIG00001611,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Protein___of___unknown___function___DUF1447
FIG00001663,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,GTP-sensing___transcriptional___pleiotropic___repressor___codY
FIG00001726,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___initiation___protein___DivIVA
FIG00001739,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsA
FIG00002146,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___BolA
FIG00002225,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Ferric___uptake___regulation___protein___FUR
FIG00002523,Clustering-based___subsystems,proteosome___related,Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related,Proteasome___subunit___alpha
FIG00002914,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___transporter-comma___ATP-binding___protein___FtsE___(TC___3
FIG00003476,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___inner___membrane___protein___(YscU-commaSpaS-commaEscU-commaHrcU-commaSsaU-comma___homologous___to___flagellar___export___components)
FIG00003535,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Hydrolase___(HAD___superfamily)___in___cluster___with___DUF1447
FIG00003535,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Hydrolase___(HAD___superfamily)___in___cluster___with___DUF1447
FIG00003547,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Transcriptional___regulator___in___cluster___with___Zn-dependent___hydrolase
FIG00003654,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Stage___IV___sporulation___protein___A
FIG00003701,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,LysR___family___transcriptional___regulator___YeiE
FIG00004271,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___DivIC
FIG00004373,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,Putative___membrane___protein___YeiH
FIG00004568,Clustering-based___subsystems,Putative_sulfate_assimilation_cluster,Putative_sulfate_assimilation_cluster,Alkanesulfonates-binding___protein
FIG00006437,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Outer___spore___coat___protein___E
FIG00006461,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Chromosome___partitioning___protein___ParA
FIG00006461,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Septum___site-determining___protein___MinD
FIG00008409,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Similar___to___C-terminal___Zn-finger___domain___of___DNA___topoisomerase___I
FIG00008639,Clustering-based___subsystems,Putative_hemin_transporter,Putative_hemin_transporter,Heme-regulated___cyclic___AMP___phosphodiesterase
FIG00008886,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Septum___site-determining___protein___MinC
FIG00008894,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Polypeptide___composition___of___the___spore___coat___protein___CotJC
FIG00009072,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Polypeptide___composition___of___the___spore___coat___protein___CotJB
FIG00009971,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsX
FIG00010121,Clustering-based___subsystems,PA0057_cluster,PA0057_cluster,LysR-family___transcriptional___regulator___clustered___with___PA0057
