FigFam	description	X188.non.day.5	X190.non.day.5	X191.non.day.5	X193.non.day.5	X196.non.day.5	X197.non.day.5	X187.carb.day.5	X189.carb.day.5	X192.carb.day.5	X194.carb.day.5	X195.carb.day.5	X198.carb.day.5	Pvalues	Qvalues	fold_change	
FIG00752844_FIG00752849:_hypothetical_protein_	FIG00752844	FIG00752849:_hypothetical_protein_	0	2.4	0	0	0	0	0	0.8	0	5.5	0	0	0.281857233	0.926802039	2.625
FIG00513709_FIG00513715:_hypothetical_protein_	FIG00513709	FIG00513715:_hypothetical_protein_	2.2	3.7	1	0	1.1	0.8	0.7	1.6	0	1.8	0	0.7	0.64956975	0.960442975	-1.833333333
FIG01692594_F420H2:quinone_oxidoreductase_	FIG01692594	F420H2:quinone_oxidoreductase_	26.1	4	10	40.4	9.5	4	27.2	30.2	47.4	9.2	13.4	9.3	0.533413608	0.943069661	1.454255319
FIG00899404_FIG00899407:_hypothetical_protein_	FIG00899404	FIG00899407:_hypothetical_protein_	0.5	4.4	0	0	1.1	1.3	0	0	5.7	0	1.7	0	0.780563684	0.966524178	1.01369863
FIG00517591_FIG00517595:_hypothetical_protein_	FIG00517591	FIG00517595:_hypothetical_protein_	6.8	41.9	5	8.5	1.1	0.8	13.3	12.3	26.9	25.6	4.2	4.3	0.660471685	0.9609711	1.351014041
FIG00003088_Arsenical_pump-driving_ATPase_(EC_3.6.3.16)_	FIG00003088	Arsenical_pump-driving_ATPase_(EC_3.6.3.16)_	53.8	14.3	30	65.2	4.2	14.7	122.9	24.4	80.8	42.1	34.1	23	0.274802403	0.926802039	1.796377607
"FIG00030491_FIGfam138462:_Acyl-CoA_synthetase,_AMP-(fatty)_acid_ligase_"	FIG00030491	"FIGfam138462:_Acyl-CoA_synthetase,_AMP-(fatty)_acid_ligase_"	0	0	2	0	0	0	0	0	0	9.2	0.8	0	0.176772121	0.903625482	5
FIG00009894_Duplicated_ATPase_component_YkoD_of_energizing_module_of_thiamin-regulated_ECF_transporter_for_HydroxyMethylPyrimidine_	FIG00009894	Duplicated_ATPase_component_YkoD_of_energizing_module_of_thiamin-regulated_ECF_transporter_for_HydroxyMethylPyrimidine_	0.5	0	0	5.4	0	0	0	0.8	0.7	3.7	0	1.4	0.746443806	0.966185501	1.118644068
FIG01424308_conjugative_transposon_protein_	FIG01424308	conjugative_transposon_protein_	11.7	5.8	103.8	43.5	19	22.4	48.9	28.6	47.4	36.7	34.2	12.2	0.992764965	0.980600559	1.008729389
FIG00000283_DNA_repair_protein_RadA_	FIG00000283	DNA_repair_protein_RadA_	1243.7	693.8	1562.2	1986.4	1070.5	548.6	1877.2	1404.5	2760.1	2668.5	969.9	1670.1	0.16493343	0.898159125	1.597463829
"FIG01355208_Prophage_LambdaBa02,_site-specific_recombinase,_phage_integrase_family_"	FIG01355208	"Prophage_LambdaBa02,_site-specific_recombinase,_phage_integrase_family_"	9	0.3	1	0	0	0	0	0	0	0	0	0	0.007390193	0.341010584	-34.33333333
FIG00553659_FMN-dependent_NADH-azoreductase_	FIG00553659	FMN-dependent_NADH-azoreductase_	16.5	6.7	20	6.2	8.5	3.1	28	8.1	42.5	22	17.5	14.3	0.171921042	0.899629223	2.170491803
"FIG01959606_Glutathione_S-transferase,_pi_(EC_2.5.1.18)_"	FIG01959606	"Glutathione_S-transferase,_pi_(EC_2.5.1.18)_"	0	2.4	9	6.2	3.2	0.9	1.4	8.2	2.8	100.9	9.2	49.5	0.011289802	0.375311864	7.926267281
FIG00031759_Periplasmic_beta-glucosidase_(EC_3.2.1.21)_	FIG00031759	Periplasmic_beta-glucosidase_(EC_3.2.1.21)_	636.3	233.2	484.4	763.5	222	272.3	572.3	574	881.9	1023.6	354.2	293.3	0.3503224	0.928461525	1.41643374
"FIG01397246_Peptidase_U4,_sporulation_factor_SpoIIGA_"	FIG01397246	"Peptidase_U4,_sporulation_factor_SpoIIGA_"	4.7	1	0	10.9	1.1	0.4	11.9	0.8	3.5	12.8	5.8	5	0.307386878	0.926802039	2.198895028
FIG00742671_FIG00742672:_hypothetical_protein_	FIG00742671	FIG00742672:_hypothetical_protein_	18.1	36.2	4	9.3	3.2	0	3.5	22.1	2.8	11	12.5	4.3	0.748446792	0.966524178	-1.259786477
FIG00523113_FIG00523119:_hypothetical_protein_	FIG00523113	FIG00523119:_hypothetical_protein_	0	0	0	0	1.1	0	0.7	0	0	5.5	0	0	0.119758529	0.858310631	5.636363636
FIG01316596_DUF378_domain-containing_protein_	FIG01316596	DUF378_domain-containing_protein_	26.4	16.7	415.4	506	38.1	427.9	103.4	45	101	60.4	526.1	106.1	0.456099481	0.940139484	-1.518577495
"FIG00034851_RND_efflux_system,_inner_membrane_transporter_CmeB_"	FIG00034851	"RND_efflux_system,_inner_membrane_transporter_CmeB_"	2269.8	603	1499.8	1429.8	859.8	449.1	966.1	1104.9	2465.7	1972.6	765.7	1005.9	0.666184237	0.961088646	1.164470631
FIG00522447_FIG00522450:_hypothetical_protein_	FIG00522447	FIG00522450:_hypothetical_protein_	5.3	7.8	66.9	32.6	10.6	7.2	18.8	26.2	12.8	36.7	3.3	5.7	0.70320922	0.965110093	-1.259903382
FIG01533030_FIG00524218:_hypothetical_protein_	FIG01533030	FIG00524218:_hypothetical_protein_	37.1	37.8	40.9	72.1	37	20.6	36.3	36.8	119	60.5	26.6	45.2	0.554201793	0.943769103	1.321384929
FIG00550481_FIG00550482:_hypothetical_protein_	FIG00550481	FIG00550482:_hypothetical_protein_	0	0	0	0	0	0	0	0	5	0	0.8	0	0.011067116	0.374034458	19.33333333
FIG01055042_FIG01055043:_hypothetical_protein_	FIG01055042	FIG01055043:_hypothetical_protein_	0	1	0	3.9	1.1	0	0	0.8	6.4	0	2.5	0	0.685605683	0.964281629	1.616666667
FIG00000441_Chromosomal_replication_initiator_protein_DnaA_	FIG00000441	Chromosomal_replication_initiator_protein_DnaA_	3185.8	1604.6	3691.4	2952.2	1915.3	1316	3901	2072.3	4243.9	3401.7	2291.8	1476.4	0.589717178	0.950616017	1.185594567
FIG00808965_Triphosphoribosyl-dephospho-CoA_synthetase_	FIG00808965	Triphosphoribosyl-dephospho-CoA_synthetase_	0	1.4	12	1.6	1.1	2.2	0	0.8	4.3	0	0.8	0	0.250677649	0.924533031	-3.101694915
FIG01359281_Enterotoxin_	FIG01359281	Enterotoxin_	17	31.7	62.9	7	2.1	3.1	33.5	10.6	8.5	267.9	5	77.6	0.091824809	0.819006803	3.256058158
FIG01559278_Phage_replication_initiation_	FIG01559278	Phage_replication_initiation_	2.1	0.3	5	14.8	0	1.2	2.8	2.5	38.2	7.3	4.2	0	0.322858059	0.926802039	2.35042735
"FIG00002299_Ascorbate-specific_PTS_system,_EIIB_component_(EC_2.7.1.69)_"	FIG00002299	"Ascorbate-specific_PTS_system,_EIIB_component_(EC_2.7.1.69)_"	8.5	0	1	0	2.1	0	0.7	0.8	0.7	0	0	0.7	0.312093685	0.926802039	-4
FIG00747188_Galactose_mutarotase_related_enzyme_	FIG00747188	Galactose_mutarotase_related_enzyme_	39.4	48.5	112.8	64.4	218.6	14.2	62.2	41.7	96.4	40.4	15	14.4	0.234932041	0.924036095	-1.843391337
"FIG00000624_2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase_(EC_5.4.2.1)_"	FIG00000624	"2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase_(EC_5.4.2.1)_"	6994.4	4989.6	11876.7	9826.8	4925.7	3548.1	7657.7	7226.8	12551	13231.7	5354.4	5652	0.506098299	0.943069661	1.225616857
FIG00886203_FIG00886204:_hypothetical_protein_	FIG00886203	FIG00886204:_hypothetical_protein_	0	1.4	4	4.7	6.3	1.3	2.1	0.8	0	0	0	0	0.087625663	0.817523933	-6.103448276
FIG01230171_Probable_beta-glycosyltransferase_	FIG01230171	Probable_beta-glycosyltransferase_	0	0	11	2.3	3.2	1.8	0	0	1.4	5.5	1.6	3.6	0.717572133	0.965779454	-1.512396694
"FIG00140307_PTS_system,_sorbose-specific_IIC_component_(EC_2.7.1.69)_"	FIG00140307	"PTS_system,_sorbose-specific_IIC_component_(EC_2.7.1.69)_"	1.6	2.7	0	0	0	0	4.2	0.8	3.5	16.5	0	0	0.118771001	0.858310631	5.813953488
"FIG00128411_Methyl_coenzyme_M_reductase_associated_protein_@_Fe-S_oxidoreductase,_related_to_NifB/MoaA_family_"	FIG00128411	"Methyl_coenzyme_M_reductase_associated_protein_@_Fe-S_oxidoreductase,_related_to_NifB/MoaA_family_"	12.3	34.8	30	7.7	0	7.5	8.4	5.6	13.4	7.3	16.6	10.8	0.529405603	0.943069661	-1.486312399
FIG00938326_FIG00938327:_hypothetical_protein_	FIG00938326	FIG00938327:_hypothetical_protein_	10.6	27.3	30	61.3	38	3.9	20.3	35.9	45.4	77.1	28.3	0.7	0.741477429	0.966178035	1.213909994
FIG00002920_2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)_	FIG00002920	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase_I_beta_(EC_2.5.1.54)_	44.7	17.6	57.9	19.5	11.6	7.4	25.2	8.9	66.6	45.8	10.8	10.7	0.921049352	0.975418626	1.058601134
"FIG00627792_DNA_recombinase,_putative_"	FIG00627792	"DNA_recombinase,_putative_"	5.9	11.8	24	24.1	12.7	13.3	7.7	5.6	9.1	20.2	16.6	7.9	0.591217803	0.951101314	-1.368107303
"FIG01031854_polar_amino_acid_ABC_transporter,_substrate-binding_component_"	FIG01031854	"polar_amino_acid_ABC_transporter,_substrate-binding_component_"	161.8	178.8	653.2	121	69.9	116.9	171	248.6	298.8	155.9	138.7	198.8	0.865456976	0.973775459	-1.074104638
FIG00116323_Tryptophan_synthase_beta_chain_(EC_4.2.1.20)_	FIG00116323	Tryptophan_synthase_beta_chain_(EC_4.2.1.20)_	402.2	137.4	343.5	645.9	177.5	140.4	207.4	337.7	804	577.1	268.8	192.2	0.524036376	0.943069661	1.292544263
FIG00000803_Rod_shape-determining_protein_RodA_	FIG00000803	Rod_shape-determining_protein_RodA_	681.2	215.4	637.4	1164.2	335.7	350.8	433.2	586.2	886.1	791.6	347.6	316.6	0.985925567	0.980600559	-1.006961592
FIG00932120_FIG00932121:_hypothetical_protein_	FIG00932120	FIG00932121:_hypothetical_protein_	3.2	0	0	0.8	0	0	0	0.8	0	0	0	0.7	0.528839896	0.943069661	-2.666666667
FIG00896555_Siderophore_(Surfactin)_biosynthesis_regulatory_protein_	FIG00896555	Siderophore_(Surfactin)_biosynthesis_regulatory_protein_	50.8	17.2	339.4	205.6	61.6	53.4	227.6	119.5	226.9	49.5	160.6	13.5	0.854771231	0.973255585	1.095604396
FIG00518672_FIG01031815:_hypothetical_protein_	FIG00518672	FIG01031815:_hypothetical_protein_	215.5	171.1	573.1	124.3	400.3	23.2	88.1	319.8	323	126.5	175.5	97.4	0.526723965	0.943069661	-1.333716712
FIG00052647_N-carbamoylsarcosine_amidase_(EC_3.5.1.59)_	FIG00052647	N-carbamoylsarcosine_amidase_(EC_3.5.1.59)_	1.1	0	2	3.1	0	0	0.7	0	4.9	3.7	0.8	0.7	0.456601383	0.940139484	1.741935484
FIG00004789_Glucitol_operon_activator_protein_	FIG00004789	Glucitol_operon_activator_protein_	7.5	22.6	10	0	2.1	10.3	21.6	5.7	8.5	172.5	3.3	0	0.092129268	0.819006803	4.03047619
FIG00671827_FIG00671828:_hypothetical_protein_	FIG00671827	FIG00671828:_hypothetical_protein_	0	5.4	25	10.1	4.2	4.9	0.7	7.4	1.4	0	5.8	4.3	0.235515086	0.924036095	-2.530612245
FIG01786152_Heparinase_II/III_family_protein_	FIG01786152	Heparinase_II/III_family_protein_	0.5	4.1	4	7.7	14.8	27.8	3.5	0	12	69.7	16.7	25.1	0.296968704	0.926802039	2.156196944
FIG00000668_Flagellar_hook-associated_protein_FliD_	FIG00000668	Flagellar_hook-associated_protein_FliD_	738.2	422.7	713.1	599.6	314.7	232.3	215.8	622.6	786.5	658.5	372.1	469.4	0.925589617	0.975418626	1.034529564
FIG00573763_SAM-dependent_methyltransferase_	FIG00573763	SAM-dependent_methyltransferase_	8.6	56.4	223.7	45.1	23.3	142.4	74.1	25.3	59.3	137.4	145	84	0.923078912	0.975418626	1.051251251
FIG00003375_Ethanolamine_ammonia-lyase_heavy_chain_(EC_4.3.1.7)_	FIG00003375	Ethanolamine_ammonia-lyase_heavy_chain_(EC_4.3.1.7)_	141.6	69.2	100.9	102.6	59.4	113.4	91.6	92.4	198.4	154	154	75.3	0.509895031	0.943069661	1.30420712
FIG01371599_Predicted_phosphoesterase_	FIG01371599	Predicted_phosphoesterase_	844.3	46.2	403.3	185.4	123.7	210	228.3	476.2	318	137.6	453.1	20.8	0.83013873	0.971339509	-1.109485924
"FIG00011814_Transcriptional_repressor_of_arabinoside_utilization_operon,_GntR_family_"	FIG00011814	"Transcriptional_repressor_of_arabinoside_utilization_operon,_GntR_family_"	16.5	18.5	3	19.4	11.6	1.7	4.2	13.1	103.5	44.1	1.7	8.6	0.168483286	0.899629223	2.478076379
FIG00001617_Protein-export_membrane_protein_SecD_(TC_3.A.5.1.1)_	FIG00001617	Protein-export_membrane_protein_SecD_(TC_3.A.5.1.1)_	104.6	87.8	217.7	412.9	196.6	130.1	195.6	129.9	429.6	330.1	248.8	144.2	0.532290675	0.943069661	1.285726711
FIG00672687_polysaccharide_ABC_transporter_permease_	FIG00672687	polysaccharide_ABC_transporter_permease_	0	0	6	11.6	1.1	6.7	39.1	0.8	2.1	12.8	0.8	1.4	0.353298638	0.928461525	2.244094488
FIG00002384_Ethanolamine_utilization_protein_EutJ_	FIG00002384	Ethanolamine_utilization_protein_EutJ_	52.1	7.1	76	26.4	5.4	20.9	62.2	43.2	77.1	98.9	16.6	48.7	0.246310881	0.924036095	1.845130389
FIG01955909_benzoate_MFS_transporter_BenK_	FIG01955909	benzoate_MFS_transporter_BenK_	294.1	41.6	42	68.2	57.1	6.6	314	110.4	526.4	146.6	100	53.7	0.094471504	0.823997902	2.455062794
FIG01332748_MarR-family_transcriptional_regulator_	FIG01332748	MarR-family_transcriptional_regulator_	6.3	5.1	12	17.1	4.2	29.7	18.9	13.9	35.4	9.2	0	4.3	0.891561295	0.974186459	1.09811828
FIG01300842_SSU_ribosomal_protein_S21e_	FIG01300842	SSU_ribosomal_protein_S21e_	0	0.3	281.5	17.9	6.3	766.3	32.8	34.3	13.5	0	14.1	0	0.015011365	0.433534646	-11.32312566
FIG00898744_FIG00898745:_hypothetical_protein_	FIG00898744	FIG00898745:_hypothetical_protein_	0	1.7	0	1.6	0	0	0	0	0	1.8	0.8	0.7	1	0.980600559	1
FIG00712544_FIG00712546:_hypothetical_protein_	FIG00712544	FIG00712546:_hypothetical_protein_	0	0	0	0	0	0	0	0	17	0	1.7	0	0.003940919	0.329185166	62.33333333
FIG01756033_FIG00624592:_hypothetical_protein_	FIG01756033	FIG00624592:_hypothetical_protein_	0	0	14	0	0	0	0	1.6	0.7	0	2.5	0	0.349235512	0.928461525	-2.916666667
FIG00000164_Ribosome-binding_factor_A_	FIG00000164	Ribosome-binding_factor_A_	1013.8	528.9	1655.1	927.8	663.2	411.5	1208.7	757.7	1533.5	1094.2	799.5	680.2	0.646858902	0.960237988	1.167971079
FIG00473070_FIG00473071:_hypothetical_protein_	FIG00473070	FIG00473071:_hypothetical_protein_	0.5	0	0	9.3	0	0	0	0	0.7	0	0	0	0.095698983	0.827222285	-14
FIG01566608_FIG01092542:_hypothetical_protein_	FIG01566608	FIG01092542:_hypothetical_protein_	24.4	5.1	1	0.8	1.1	0.4	3.5	7.4	2.8	14.7	3.3	4.3	0.878799182	0.973775459	1.097560976
FIG00973572_DNA_repair_protein_RAD25_	FIG00973572	DNA_repair_protein_RAD25_	0	0.7	0	0	0	0	7.7	0.8	8.5	0	0	0	0.026817107	0.586824762	24.28571429
FIG00002870_L-fucose_isomerase_(EC_5.3.1.25)_	FIG00002870	L-fucose_isomerase_(EC_5.3.1.25)_	3430.4	1084.4	3308.1	1682.6	831.4	557.6	1465.4	1732.1	1991.3	1498.8	783.3	840.8	0.450472039	0.939741418	-1.310742688
FIG01304818_GTP-binding_protein_Era_	FIG01304818	GTP-binding_protein_Era_	5463.5	1096.6	3918.4	3053.8	1530.4	1462.6	4007.9	4059.3	4297.8	2533	4238.3	1265.7	0.536092853	0.943069661	1.234591808
FIG00638365_FIG004064:_hypothetical_protein_	FIG00638365	FIG004064:_hypothetical_protein_	2.1	1	6	9.4	4.3	9.4	2.8	8.2	19.8	31.1	13.4	0	0.221343935	0.922627079	2.338509317
FIG00442910_FIG00442913:_hypothetical_protein_	FIG00442910	FIG00442913:_hypothetical_protein_	0	0	9	0	0	57.1	0	0	0	0	0	0	0.000775884	0.268790523	-220.3333333
"FIG00025213_Cell_envelope-associated_transcriptional_attenuator_LytR-CpsA-Psr,_subfamily_A1_(as_in_PMID19099556)_"	FIG00025213	"Cell_envelope-associated_transcriptional_attenuator_LytR-CpsA-Psr,_subfamily_A1_(as_in_PMID19099556)_"	4.2	0	0	0	0	0	0	1.6	0	0	0	0	0.554662494	0.943769103	-2.625
FIG00936969_FIG00936970:_hypothetical_protein_	FIG00936969	FIG00936970:_hypothetical_protein_	495	43	371.4	443.1	25.5	28.6	204.5	346.8	276.4	190.8	186.5	20.7	0.790605629	0.966796517	-1.147589133
FIG00006169_YoeB_toxin_protein_	FIG00006169	YoeB_toxin_protein_	13.9	6	267.6	57.5	26.4	116	10.5	7.3	118.3	69.7	34.2	79	0.470400539	0.943069661	-1.527899687
FIG01294236_Energy_conserving_hydrogenase_Eha_associated_protein_(protein_S);_Formylmethanofuran--tetrahydromethanopterin_N-formyltransferase_(EC_2.3.1.101)_	FIG01294236	Energy_conserving_hydrogenase_Eha_associated_protein_(protein_S);_Formylmethanofuran--tetrahydromethanopterin_N-formyltransferase_(EC_2.3.1.101)_	16	46	67	5.4	3.2	20.1	15.4	17.2	43.9	33	34.9	11.6	0.990980755	0.980600559	-1.010897436
FIG00044391_Transcriptional_repressor_of_nif_and_glnA_operons_	FIG00044391	Transcriptional_repressor_of_nif_and_glnA_operons_	1.6	32.4	16	0.8	1.1	12.1	1.4	1.6	4.2	12.8	6.6	12.2	0.489926332	0.943069661	-1.649484536
FIG00939362_FIG00939363:_hypothetical_protein_	FIG00939362	FIG00939363:_hypothetical_protein_	12.7	1.3	2	83.1	2.2	0.4	18.2	12.3	12.1	16.4	5	14.3	0.712183419	0.965110093	-1.298850575
FIG01594300_putative_membrane_CBS_domain_protein_	FIG01594300	putative_membrane_CBS_domain_protein_	0	0	4	11.6	0	0.9	0	6.5	0	14.7	0.8	2.9	0.681116198	0.963706797	1.509090909
FIG00939334_FIG00406495:_hypothetical_protein_	FIG00939334	FIG00406495:_hypothetical_protein_	31.4	5.1	70.9	17.1	22.2	4.5	271.5	9.1	85.8	14.7	400.5	9.3	0.016320582	0.45854342	5.230820106
FIG01363866_Cell_surface_hydrolase_	FIG01363866	Cell_surface_hydrolase_	2.1	2.4	0	4.7	1.1	0.4	0	2.5	0.7	0	0	1.4	0.349134928	0.928461525	-2.326086957
FIG00774805_FIG00774806:_hypothetical_protein_	FIG00774805	FIG00774806:_hypothetical_protein_	3.2	0	0	1.6	0	0	0.7	9.8	0	0	0	0	0.466518193	0.942720419	2.1875
FIG01294895_FIG01294898:_hypothetical_protein_	FIG01294895	FIG01294898:_hypothetical_protein_	0.5	0	2	0	0	0	0.7	0	0.7	1.8	0	0	0.527143634	0.943069661	1.28
FIG00646926_FIG00646929:_hypothetical_protein_	FIG00646926	FIG00646929:_hypothetical_protein_	55.3	2.7	2	24	12.7	4.5	22.4	24.5	25.5	51.3	5	9.3	0.623959072	0.955176156	1.363636364
"FIG00139215_Hypothetical_glycoside_hydrolase,_family_43,_similar_to_arabinosidase_"	FIG00139215	"Hypothetical_glycoside_hydrolase,_family_43,_similar_to_arabinosidase_"	207.6	148.6	591.1	426.5	66.7	62.1	170.3	256.9	361.4	717.5	105	75.3	0.804970815	0.96936344	1.12232131
FIG00669799_FIG00669800:_hypothetical_protein_	FIG00669799	FIG00669800:_hypothetical_protein_	2.1	25.3	31	3.2	14.8	48.5	7.7	15.6	34	253.2	5.8	40.9	0.113573428	0.848867975	2.85988791
FIG01377187_Probable_dipeptidase_(EC_3.4.-.-)_	FIG01377187	Probable_dipeptidase_(EC_3.4.-.-)_	610.8	329.1	1281.9	1169.2	158.4	88.3	698	428.6	1141	1486.3	468.8	353.5	0.593473586	0.951231516	1.257992688
FIG01306622_O-succinylbenzoate_synthase_(EC_4.2.1.113)_	FIG01306622	O-succinylbenzoate_synthase_(EC_4.2.1.113)_	239.3	91	380.5	372.5	102.5	65.3	177.4	246.1	390.5	631.2	144.5	107.5	0.480666105	0.943069661	1.356566222
FIG00937864_FIG00937865:_hypothetical_protein_	FIG00937864	FIG00937865:_hypothetical_protein_	4.8	1.7	3	24.8	7.4	2.2	9.8	7.3	26.2	5.5	6.7	8.6	0.547972347	0.943359385	1.460136674
"FIG00095620_Predicted_erythritol_ABC_transporter_2,_hypothetical_lipoprotein_"	FIG00095620	"Predicted_erythritol_ABC_transporter_2,_hypothetical_lipoprotein_"	28.2	7.7	16	5.4	2.2	11.2	11.9	11.4	20.6	40.4	5	5.7	0.615321595	0.953915803	1.343705799
FIG01020215_FIG01020216:_hypothetical_protein_	FIG01020215	FIG01020216:_hypothetical_protein_	127.9	68.9	129.9	53.6	83.6	14.2	97	66.2	112.7	434.8	21.6	60.7	0.315725169	0.926802039	1.658648818
FIG00008709_Fructoselysine_kinase_(EC_2.7.1.-)_	FIG00008709	Fructoselysine_kinase_(EC_2.7.1.-)_	73.8	14.2	11	29.5	6.4	24.2	26.5	14.7	26.9	31.1	19.1	0.7	0.617955393	0.953915803	-1.33697479
"FIG00003129_Galactose_operon_repressor,_GalR-LacI_family_of_transcriptional_regulators_"	FIG00003129	"Galactose_operon_repressor,_GalR-LacI_family_of_transcriptional_regulators_"	80.7	111.5	39	31.1	8.5	42.6	32.8	27.1	61.6	135.7	16.6	105.4	0.708470952	0.965110093	1.209955329
"FIG00501923_N-Acetyl-D-glucosamine_ABC_transport_system,_permease_protein_2_"	FIG00501923	"N-Acetyl-D-glucosamine_ABC_transport_system,_permease_protein_2_"	2341.5	740	1986.1	1914.9	425	540.6	5590.8	1977	4347.7	1504.2	1966.8	1473.9	0.052007995	0.728608627	2.121312012
FIG01166800_CheY-like_receiver_domains_	FIG01166800	CheY-like_receiver_domains_	4.7	0	4	0	4.2	0	0.7	3.3	4.2	0	9.1	0	0.771453427	0.966524178	1.341085271
FIG01583289_Myo-inositol_2-dehydrogenase_(EC_1.1.1.18)_	FIG01583289	Myo-inositol_2-dehydrogenase_(EC_1.1.1.18)_	1606.5	415.6	544.6	669.9	363.4	157.5	1030.8	434.7	743.5	2361	469.5	638.3	0.311249789	0.926802039	1.511057884
FIG00534483_FIG00534484:_hypothetical_protein_	FIG00534483	FIG00534484:_hypothetical_protein_	3.7	0	0	1.6	1.1	0.4	2.1	0.8	2.1	0	0.8	0.7	1	0.980600559	-1.046153846
FIG00534672_FIG00534673:_hypothetical_protein_	FIG00534672	FIG00534673:_hypothetical_protein_	21.8	1.4	3	2.3	0	0	2.1	11.5	1.4	0	0	0	0.516212618	0.943069661	-1.9
"FIG01469475_glucosamine-6-phosphate_isomerase,_putative_"	FIG01469475	"glucosamine-6-phosphate_isomerase,_putative_"	84.3	26.7	175.8	58.3	62.2	13.3	157.9	73	113.9	23.8	135.8	17.8	0.662056557	0.961088646	1.241559677
FIG00938201_FIG00938202:_hypothetical_protein_	FIG00938201	FIG00938202:_hypothetical_protein_	1.6	2	4	7	3.2	2.2	0.7	1.6	7.8	27.5	0	0	0.420097581	0.939136389	1.88
"FIG00945605_extracellular_solute-binding_protein,_family_1_"	FIG00945605	"extracellular_solute-binding_protein,_family_1_"	518.2	998.8	257.7	72.2	34.9	10.1	152.9	162.1	694.4	508.2	146.5	282.6	0.958404712	0.980600559	1.02896559
FIG00000559_NADH-ubiquinone_oxidoreductase_chain_K_(EC_1.6.5.3)_	FIG00000559	NADH-ubiquinone_oxidoreductase_chain_K_(EC_1.6.5.3)_	281.9	39.8	126.8	183.3	49.8	43.9	53.8	76.9	306.7	73.3	85.8	81	0.883125386	0.973775459	-1.070848708
FIG01162545_FIG01162561:_hypothetical_protein_	FIG01162545	FIG01162561:_hypothetical_protein_	300.7	423.4	1143.5	956.1	638.8	2536.7	287.1	320.7	620.6	744.8	892.5	252.4	0.105814509	0.84175306	-1.923992175
FIG00649282_Phosphoglycerate/bisphosphoglycerate_mutase_	FIG00649282	Phosphoglycerate/bisphosphoglycerate_mutase_	1362.1	4.8	129.8	171.4	34.9	83.2	355.9	741.1	4.2	56.8	408.1	0.7	0.858107024	0.9734573	-1.140030636
FIG00937619_FIG00937621:_hypothetical_protein_	FIG00937619	FIG00937621:_hypothetical_protein_	105	44.5	114.9	161.3	59.3	16.4	173.1	177.4	289.9	187.2	134.9	54.4	0.119537999	0.858310631	2.02812126
FIG00470355_FIG00470359:_hypothetical_protein_	FIG00470355	FIG00470359:_hypothetical_protein_	37.7	41.2	71.9	69.8	103.5	56.2	2.1	27.8	157.3	45.9	42.5	61.7	0.811752941	0.971339509	-1.127482953
FIG01337039_FIG00411375:_hypothetical_protein_	FIG01337039	FIG00411375:_hypothetical_protein_	80.2	4.4	243.6	59	57	2.6	159.1	23.7	50.3	5.5	821.8	30.1	0.201696462	0.911849981	2.440689346
FIG00043030_Exodeoxyribonuclease_V_beta_chain_(EC_3.1.11.5)_	FIG00043030	Exodeoxyribonuclease_V_beta_chain_(EC_3.1.11.5)_	0	3.4	245.6	4.7	5.3	12.5	11.9	10.7	19.1	7.3	8.3	66.7	0.309681064	0.926802039	-2.189516129
FIG00007041_Chemotaxis_protein_CheV_(EC_2.7.3.-)_	FIG00007041	Chemotaxis_protein_CheV_(EC_2.7.3.-)_	444.2	285.8	594	282.7	334.7	108.3	117.5	242	774.3	511.6	210.8	203	0.990359466	0.980600559	1.004634825
FIG00647271_FIG00647273:_hypothetical_protein_	FIG00647271	FIG00647273:_hypothetical_protein_	9	10.8	164.8	7.8	7.4	13.4	86.5	6.5	31.8	7.3	11.6	7.1	0.594298368	0.951231516	-1.413793103
FIG00042627_Magnesium_and_cobalt_efflux_protein_CorC_	FIG00042627	Magnesium_and_cobalt_efflux_protein_CorC_	381.3	131.3	748.2	284.2	119	272.4	303.8	283.1	493.1	372.3	240.6	208.2	0.963554662	0.980600559	-1.018568197
"FIG01321997_Mannan_endo-1,4-beta-mannosidase_precursor_(EC_3.2.1.78)_"	FIG01321997	"Mannan_endo-1,4-beta-mannosidase_precursor_(EC_3.2.1.78)_"	1.1	0	0	3.1	1.1	0	0	0	1.4	0	0	0	0.17061584	0.899629223	-3.785714286
FIG01460749_RNA-directed_DNA_polymerase_(Reverse_transcriptase)_	FIG01460749	RNA-directed_DNA_polymerase_(Reverse_transcriptase)_	0	0	0	10.9	2.1	0	0	0.8	0	1.8	0	0	0.194363364	0.909391087	-5
FIG00897567_FIG00897568:_hypothetical_protein_	FIG00897567	FIG00897568:_hypothetical_protein_	1.6	4.4	0	6.2	1.1	0	3.5	0	0	20.2	1.7	7.9	0.28764754	0.926802039	2.503759398
FIG00899166_FIG00899170:_hypothetical_protein_	FIG00899166	FIG00899170:_hypothetical_protein_	2.1	10.5	0	3.1	12.7	0.4	2.8	0	0	20.2	5	28	0.423687632	0.939136389	1.944444444
FIG00936869_DNA_Pol_III_Epsilon_Chain_	FIG00936869	DNA_Pol_III_Epsilon_Chain_	736.9	414.7	783	796.4	322	202	681.5	622.5	899.2	1280.6	527.9	307	0.43982975	0.939136389	1.326789555
